ensembl_id	symbol	name	type_of_gene
ENSG00000283278	MIR3914-2	microRNA 3914-2	ncRNA
ENSG00000283279	MIR376C	microRNA 376c	ncRNA
ENSG00000283281	MIR7978	microRNA 7978	ncRNA
ENSG00000283283			
ENSG00000283285			
ENSG00000283286			
ENSG00000283288	SMIM33	small integral membrane protein 33	protein-coding
ENSG00000283289	MIR524	microRNA 524	ncRNA
ENSG00000283290	LOC124903413	uncharacterized LOC124903413	pseudo
ENSG00000283291	LOC110467522	RNA, 5.8S ribosomal pseudogene	pseudo
ENSG00000283293	RN7SK	RNA component of 7SK nuclear ribonucleoprotein	snRNA
ENSG00000283294			
ENSG00000283296	MIR4256	microRNA 4256	ncRNA
ENSG00000283297	TEX52	testis expressed 52	protein-coding
ENSG00000283298	MIR4272	microRNA 4272	ncRNA
ENSG00000283300	LOC124905067	uncharacterized LOC124905067	pseudo
ENSG00000283301	MIR4520-2	microRNA 4520-2	ncRNA
ENSG00000283303			
ENSG00000283304	LINC02183	long intergenic non-protein coding RNA 2183	
ENSG00000283307	OR5AK4P	olfactory receptor family 5 subfamily AK member 4 pseudogene	pseudo
ENSG00000283311	MTND6P29	MT-ND6 pseudogene 29	
ENSG00000283312			
ENSG00000283313	LOC124900887	U6 spliceosomal RNA	snRNA
ENSG00000283314	LINC02357	long intergenic non-protein coding RNA 2357	ncRNA
ENSG00000283317			
ENSG00000283320	MIR103B2	microRNA 103b-2	ncRNA
ENSG00000283321			
ENSG00000283324	CTXND2	cortexin domain containing 2	protein-coding
ENSG00000283326	MIR6860	microRNA 6860	ncRNA
ENSG00000283327	MIR6841	microRNA 6841	ncRNA
ENSG00000283328			
ENSG00000283329	FAM240B	family with sequence similarity 240 member B	protein-coding
ENSG00000283330	MIR518D	microRNA 518d	ncRNA
ENSG00000283333	MIR7977	microRNA 7977	ncRNA
ENSG00000283334	MIR4536-1	microRNA 4536-1	ncRNA
ENSG00000283335	MIR219B	microRNA 219b	ncRNA
ENSG00000283336			
ENSG00000283337	LOC124902567	uncharacterized LOC124902567	pseudo
ENSG00000283338			
ENSG00000283339			
ENSG00000283340	MIR3119-1	microRNA 3119-1	ncRNA
ENSG00000283341			
ENSG00000283342	NBPF13P	NBPF member 13, pseudogene	
ENSG00000283343	MIR4320	microRNA 4320	ncRNA
ENSG00000283345	MPHOSPH10P3	MPHOSPH10 pseudogene 3	pseudo
ENSG00000283346	MIR6511B2	microRNA 6511b-2	ncRNA
ENSG00000283347			
ENSG00000283349	PFN5P	profilin 5, pseudogene	
ENSG00000283351	MIR3910-2	microRNA 3910-2	ncRNA
ENSG00000283352			
ENSG00000283354			
ENSG00000283355			
ENSG00000283356			
ENSG00000283359	MIR3977	microRNA 3977	ncRNA
ENSG00000283360			
ENSG00000283361	CFAP97D2	CFAP97 domain containing 2	protein-coding
ENSG00000283364	MIR451B	microRNA 451b	ncRNA
ENSG00000283365	NCOA5LP	nuclear receptor coactivator 5 like, pseudogene	pseudo
ENSG00000283366			
ENSG00000283367			
ENSG00000283369	U6	U6 spliceosomal RNA	
ENSG00000283371			
ENSG00000283372	LOC124903587	uncharacterized LOC124903587	pseudo
ENSG00000283374			
ENSG00000283375			
ENSG00000283376			
ENSG00000283377	MTND1P25	MT-ND1 pseudogene 25	pseudo
ENSG00000283378	CNTNAP3C	contactin associated protein family member 3C	protein-coding
ENSG00000283379	MIR3688-2	microRNA 3688-2	ncRNA
ENSG00000283380	LOC124905258	uncharacterized LOC124905258	ncRNA
ENSG00000283381			
ENSG00000283383	LOC124900824	uncharacterized LOC124900824	ncRNA
ENSG00000283384			
ENSG00000283385	MIR4524A	microRNA 4524a	ncRNA
ENSG00000283386	MIR4659B	microRNA 4659b	ncRNA
ENSG00000283389	Metazoa_SRP	Metazoan signal recognition particle RNA	
ENSG00000283390	PET100P1	PET100 pseudogene 1	
ENSG00000283392			
ENSG00000283393			
ENSG00000283394	MIR7515	microRNA 7515	ncRNA
ENSG00000283398			
ENSG00000283399	LOC100887080	acyl-CoA synthetase medium chain family member 4 pseudogene	pseudo
ENSG00000283400			
ENSG00000283401			
ENSG00000283402			
ENSG00000283403			
ENSG00000283405			
ENSG00000283406			
ENSG00000283408	MIR548A1HG	MIR548A1 host gene	
ENSG00000283409	MIR3662	microRNA 3662	ncRNA
ENSG00000283411			
ENSG00000283412	U6	U6 spliceosomal RNA	
ENSG00000283413			
ENSG00000283414	LOC124904721	uncharacterized LOC124904721	pseudo
ENSG00000283415			
ENSG00000283416	MIR1910	microRNA 1910	ncRNA
ENSG00000283417			
ENSG00000283418	LOC124906339	uncharacterized LOC124906339	pseudo
ENSG00000283419	MIR6874	microRNA 6874	ncRNA
ENSG00000283420	MIR4278	microRNA 4278	ncRNA
ENSG00000283421			
ENSG00000283422	LINC02452	long intergenic non-protein coding RNA 2452	
ENSG00000283423			
ENSG00000283426	SMBD1P	somatomedin B domain containing 1, pseudogene	pseudo
ENSG00000283427			
ENSG00000283428	CCDC195	coiled-coil domain containing 195	protein-coding
ENSG00000283429	MIR1244-3	microRNA 1244-3	ncRNA
ENSG00000283431			
ENSG00000283432	LOC124900883	U6 spliceosomal RNA	snRNA
ENSG00000283433	RNA5SP532	RNA, 5S ribosomal pseudogene 532	pseudo
ENSG00000283434	CSNK2A2IP	casein kinase 2 subunit alpha' interacting protein	protein-coding
ENSG00000283435	MIR1321	microRNA 1321	ncRNA
ENSG00000283436	LINC01958	long intergenic non-protein coding RNA 1958	
ENSG00000283438	Metazoa_SRP	Metazoan signal recognition particle RNA	
ENSG00000283439	SPEM3	SPEM family member 3	protein-coding
ENSG00000283440			
ENSG00000283441	MIR499B	microRNA 499b	ncRNA
ENSG00000283442	LOC124904686	uncharacterized LOC124904686	pseudo
ENSG00000283443	ZNF285DP	zinc finger protein 285D, pseudogene	
ENSG00000283444	GPR141BP	G protein-coupled receptor 141B, pseudogene	pseudo
ENSG00000283445			
ENSG00000283446			
ENSG00000283450	MIR486-2	microRNA 486-2	ncRNA
ENSG00000283451			
ENSG00000283452			
ENSG00000283453	PRIM2BP	primase 2B, pseudogene	pseudo
ENSG00000283455	MIR523	microRNA 523	ncRNA
ENSG00000283456	MTND1P37	MT-ND1 pseudogene 37	pseudo
ENSG00000283457			
ENSG00000283458	LOC101927879	uncharacterized LOC101927879	ncRNA
ENSG00000283459			
ENSG00000283461	MIR550B2	microRNA 550b-2	ncRNA
ENSG00000283462	LOC101930276	uncharacterized LOC101930276	ncRNA
ENSG00000283463	HSFX4	heat shock transcription factor family, X-linked member 4	protein-coding
ENSG00000283464			
ENSG00000283468	MIR4454	microRNA 4454	ncRNA
ENSG00000283469	MIR3130-1	microRNA 3130-1	ncRNA
ENSG00000283471	MIR6863	microRNA 6863	ncRNA
ENSG00000283473	FAM240A	family with sequence similarity 240 member A	protein-coding
ENSG00000283474	MIR6828	microRNA 6828	ncRNA
ENSG00000283475	MIR1244-4	microRNA 1244-4	ncRNA
ENSG00000283476	MIR1279	microRNA 1279	ncRNA
ENSG00000283477	MIR6079	microRNA 6079	ncRNA
ENSG00000283479			
ENSG00000283480			
ENSG00000283481	MTND4LP32	MT-ND4L pseudogene 32	pseudo
ENSG00000283483			
ENSG00000283484	MIR3529	microRNA 3529	ncRNA
ENSG00000283486			
ENSG00000283487	MIR4501	microRNA 4501	ncRNA
ENSG00000283489	LOC124902819	uncharacterized LOC124902819	pseudo
ENSG00000283490	MIR518C	microRNA 518c	ncRNA
ENSG00000283491			
ENSG00000283492	MIR7153	microRNA 7153	ncRNA
ENSG00000283493	MIR6086	microRNA 6086	ncRNA
ENSG00000283496	ZNF511-PRAP1	ZNF511-PRAP1 readthrough	protein-coding
ENSG00000283497	MIR3160-2	microRNA 3160-2	ncRNA
ENSG00000283498	MIR1244-2	microRNA 1244-2	ncRNA
ENSG00000283499	LOC124900886	uncharacterized LOC124900886	pseudo
ENSG00000283502	U6	U6 spliceosomal RNA	
ENSG00000283503	LINC01902	long intergenic non-protein coding RNA 1902	ncRNA
ENSG00000283504			
ENSG00000283505	MIR5681B	microRNA 5681b	ncRNA
ENSG00000283506	MIR7157	microRNA 7157	ncRNA
ENSG00000283507	MIR1302-1	microRNA 1302-1	ncRNA
ENSG00000283509	LOC124906340	uncharacterized LOC124906340	pseudo
ENSG00000283511			
ENSG00000283513	MIR941-3	microRNA 941-3	ncRNA
ENSG00000283514	MIR3975	microRNA 3975	ncRNA
ENSG00000283515			
ENSG00000283516	LITAFD	LITAF domain containing	protein-coding
ENSG00000283517			
ENSG00000283518	LINC02775	long intergenic non-protein coding RNA 2775	
ENSG00000283519	U2	U2 spliceosomal RNA	
ENSG00000283522	MIR3150A	microRNA 3150a	ncRNA
ENSG00000283523	MIR3926-2	microRNA 3926-2	ncRNA
ENSG00000283524	OR11J7P	olfactory receptor family 11 subfamily J member 7 pseudogene	pseudo
ENSG00000283525			
ENSG00000283526	PRRT1B	proline rich transmembrane protein 1B	protein-coding
ENSG00000283527	LOC124904972	uncharacterized LOC124904972	pseudo
ENSG00000283528	TCAF2C	TRPM8 channel associated factor 2C	
ENSG00000283529			
ENSG00000283532	MIR4317	microRNA 4317	ncRNA
ENSG00000283534	MIR374C	microRNA 374c	ncRNA
ENSG00000283535			
ENSG00000283536	LOC122455340	uncharacterized LOC122455340	protein-coding
ENSG00000283537			
ENSG00000283538			
ENSG00000283540	MIR520F	microRNA 520f	ncRNA
ENSG00000283541	LOC101930090	contactin associated protein family member 3B pseudogene	pseudo
ENSG00000283542	OASL2P	2'-5' oligoadenylate synthetase like 2, pseudogene	pseudo
ENSG00000283544	LOC101930420	DNA primase large subunit-like	pseudo
ENSG00000283545	LOC124903092	uncharacterized LOC124903092	pseudo
ENSG00000283546			
ENSG00000283547	MTATP6P8	MT-ATP6 pseudogene 8	pseudo
ENSG00000283549			
ENSG00000283550	MIR2054	microRNA 2054	ncRNA
ENSG00000283551	SNORD98	small nucleolar RNA, C/D box 98	snoRNA
ENSG00000283554	LINC02341	long intergenic non-protein coding RNA 2341	
ENSG00000283555	LOC124902096	uncharacterized LOC124902096	pseudo
ENSG00000283556	MIR376B	microRNA 376b	ncRNA
ENSG00000283558	MIR3158-2	microRNA 3158-2	ncRNA
ENSG00000283559	CEP192P1	CEP192 pseudogene 1	
ENSG00000283561	MIR376A2	microRNA 376a-2	ncRNA
ENSG00000283562	IGHVIII-44	immunoglobulin heavy variable (III)-44 (pseudogene)	
ENSG00000283563			
ENSG00000283564	U6	U6 spliceosomal RNA	
ENSG00000283566	LOC100996792	dual specificity mitogen-activated protein kinase kinase 3 pseudogene	pseudo
ENSG00000283567	C19orf85	chromosome 19 open reading frame 85	protein-coding
ENSG00000283568	LOC110467521	RNA, 5.8S ribosomal pseudogene	pseudo
ENSG00000283569	MIR4773-2	microRNA 4773-2	ncRNA
ENSG00000283571			
ENSG00000283572	MIR4251	microRNA 4251	ncRNA
ENSG00000283573	LOC105375070	uncharacterized LOC105375070	ncRNA
ENSG00000283575	LOC124904687	uncharacterized LOC124904687	pseudo
ENSG00000283576			
ENSG00000283578	MTND5P42	MT-ND5 pseudogene 42	pseudo
ENSG00000283579			
ENSG00000283580			
ENSG00000283582	SULT6B2P	sulfotransferase family 6B member 2, pseudogene	
ENSG00000283583			
ENSG00000283584			
ENSG00000283585			
ENSG00000283586	GKN3P	gastrokine 3, pseudogene	
ENSG00000283587			
ENSG00000283588	MIR376A1	microRNA 376a-1	ncRNA
ENSG00000283591	MIR4430	microRNA 4430	ncRNA
ENSG00000283592	Y_RNA	Y RNA	
ENSG00000283594	FAM236C	family with sequence similarity 236 member C	protein-coding
ENSG00000283597	FAM169BP	family with sequence similarity 169 member B, pseudogene	
ENSG00000283598	MIR1295B	microRNA 1295b	ncRNA
ENSG00000283599	CXorf49C	chromosome X open reading frame 49C	protein-coding
ENSG00000283601	MS4A19P	membrane spanning 4-domains A19, pseudogene	pseudo
ENSG00000283602			
ENSG00000283603	MIR4302	microRNA 4302	ncRNA
ENSG00000283604	MIR338	microRNA 338	ncRNA
ENSG00000283605	OR4C48P	olfactory receptor family 4 subfamily C member 48 pseudogene	pseudo
ENSG00000283607	IGHVII-30-21	immunoglobulin heavy variable (II)-30-21 (pseudogene)	pseudo
ENSG00000283608			
ENSG00000283609	MIR4662A	microRNA 4662a	ncRNA
ENSG00000283611	TMEM274P	transmembrane protein 274, pseudogene	pseudo
ENSG00000283612	MIR103B1	microRNA 103b-1	ncRNA
ENSG00000283613	CUPIN1P	cupin superfamily member 1, pseudogene	pseudo
ENSG00000283614	MIR7973-2	microRNA 7973-2	ncRNA
ENSG00000283615	MIR924	microRNA 924	ncRNA
ENSG00000283616	MIR5683	microRNA 5683	ncRNA
ENSG00000283618			
ENSG00000283621	MIR6759	microRNA 6759	ncRNA
ENSG00000283622	MIR4328	microRNA 4328	ncRNA
ENSG00000283625	TEDDM3P	transmembrane epididymal protein 3, pseudogene	
ENSG00000283626	MTATP6P10	MT-ATP6 pseudogene 10	pseudo
ENSG00000283627			
ENSG00000283629			
ENSG00000283631			
ENSG00000283632	EXOC3L2	exocyst complex component 3 like 2	protein-coding
ENSG00000283633			
ENSG00000283634	MIR3155B	microRNA 3155b	ncRNA
ENSG00000283635			
ENSG00000283636	Metazoa_SRP	Metazoan signal recognition particle RNA	
ENSG00000283637	MIR4776-2	microRNA 4776-2	ncRNA
ENSG00000283638	MIR106AHG	miR-106a-363 cluster host gene	ncRNA
ENSG00000283639	MIR9500	microRNA 9500	ncRNA
ENSG00000283644	ETDC	embryonic testis differentiation homolog C	protein-coding
ENSG00000283645	MIR5583-2	microRNA 5583-2	ncRNA
ENSG00000283646	LINC02009	long intergenic non-protein coding RNA 2009	ncRNA
ENSG00000283647			
ENSG00000283648			
ENSG00000283653			
ENSG00000283654	CIROP	ciliated left-right organizer metallopeptidase	protein-coding
ENSG00000283656	MIR4483	microRNA 4483	ncRNA
ENSG00000283657			
ENSG00000283659			
ENSG00000283662			
ENSG00000283663			
ENSG00000283664	MIR4679-1	microRNA 4679-1	ncRNA
ENSG00000283665	MIR3974	microRNA 3974	ncRNA
ENSG00000283666	LOC124900885	U6 spliceosomal RNA	snRNA
ENSG00000283667	LOC105372165	uncharacterized LOC105372165	ncRNA
ENSG00000283669	CD200LP	CD200 like, pseudogene	
ENSG00000283672	MIR4678	microRNA 4678	ncRNA
ENSG00000283673	MIR4531	microRNA 4531	ncRNA
ENSG00000283674	LOC729732	uncharacterized LOC729732	ncRNA
ENSG00000283675			
ENSG00000283676	MIR5087	microRNA 5087	ncRNA
ENSG00000283677	MIR3913-2	microRNA 3913-2	ncRNA
ENSG00000283678	MIR6830	microRNA 6830	ncRNA
ENSG00000283679			
ENSG00000283680	OR11K1P	olfactory receptor family 11 subfamily K member 1 pseudogene	pseudo
ENSG00000283682	MIR548AH	microRNA 548ah	ncRNA
ENSG00000283683	MYOCOS	myocilin opposite strand	protein-coding
ENSG00000283684			
ENSG00000283685	MIR522	microRNA 522	ncRNA
ENSG00000283686			
ENSG00000283688	MIR6715B	microRNA 6715b	ncRNA
ENSG00000283689			
ENSG00000283690	MIR3116-2	microRNA 3116-2	ncRNA
ENSG00000283691	Y_RNA	Y RNA	
ENSG00000283692			
ENSG00000283694	MIR3202-2	microRNA 3202-2	ncRNA
ENSG00000283695			
ENSG00000283696			
ENSG00000283697	HSFX3	heat shock transcription factor family, X-linked member 3	protein-coding
ENSG00000283698	VINAC1P	vinculin/alpha-catenin family member 1, pseudogene	
ENSG00000283699	MIR4481	microRNA 4481	ncRNA
ENSG00000283701	MIR555	microRNA 555	ncRNA
ENSG00000283703	VSIG10L2	V-set and immunoglobulin domain containing 10 like 2	protein-coding
ENSG00000283704			
ENSG00000283705	MIR92A1	microRNA 92a-1	ncRNA
ENSG00000283706	PRSS50	serine protease 50	protein-coding
ENSG00000283709	FAM238C	family with sequence similarity 238 member C	
ENSG00000283710	MIR1204	microRNA 1204	ncRNA
ENSG00000283712	MIR6727	microRNA 6727	ncRNA
ENSG00000283717	MIR6831	microRNA 6831	ncRNA
ENSG00000283721	MIR6884	microRNA 6884	ncRNA
ENSG00000283724	MIR6732	microRNA 6732	ncRNA
ENSG00000283726	MIR5193	microRNA 5193	ncRNA
ENSG00000283728	MIR7108	microRNA 7108	ncRNA
ENSG00000283733	MIR146A	microRNA 146a	ncRNA
ENSG00000283734	MIR4785	microRNA 4785	ncRNA
ENSG00000283736	MIR484	microRNA 484	ncRNA
ENSG00000283737			
ENSG00000283740	TAF11L11	TATA-box binding protein associated factor 11 like 11	protein-coding
ENSG00000283743			
ENSG00000283744	MIR6755	microRNA 6755	ncRNA
ENSG00000283745	MIR196B	microRNA 196b	ncRNA
ENSG00000283749	MIR4781	microRNA 4781	ncRNA
ENSG00000283751	MIR452	microRNA 452	ncRNA
ENSG00000283752			
ENSG00000283755	CPHXL	cytoplasmic polyadenylated homeobox like	protein-coding
ENSG00000283757			
ENSG00000283758	PMIS2	PMIS2 transmembrane protein	protein-coding
ENSG00000283759	MIR614	microRNA 614	ncRNA
ENSG00000283761			
ENSG00000283762	MIR20A	microRNA 20a	ncRNA
ENSG00000283764	MIR6850	microRNA 6850	ncRNA
ENSG00000283765			
ENSG00000283766			
ENSG00000283768	MIR1178	microRNA 1178	ncRNA
ENSG00000283769			
ENSG00000283770	MIR6849	microRNA 6849	ncRNA
ENSG00000283772	MIR6778	microRNA 6778	ncRNA
ENSG00000283773			
ENSG00000283774	MIR632	microRNA 632	ncRNA
ENSG00000283775	MIR4329	microRNA 4329	ncRNA
ENSG00000283776	TAF11L13	TATA-box binding protein associated factor 11 like 13	protein-coding
ENSG00000283782			
ENSG00000283783	MIR622	microRNA 622	ncRNA
ENSG00000283785	MIR15A	microRNA 15a	ncRNA
ENSG00000283787	PRR33	proline rich 33	protein-coding
ENSG00000283788	MIR936	microRNA 936	ncRNA
ENSG00000283789	MIR7846	microRNA 7846	ncRNA
ENSG00000283791	MIR612	microRNA 612	ncRNA
ENSG00000283792	MIR4453	microRNA 4453	ncRNA
ENSG00000283793	MIR6861	microRNA 6861	ncRNA
ENSG00000283795	MIR4426	microRNA 4426	ncRNA
ENSG00000283796	MIR6510	microRNA 6510	ncRNA
ENSG00000283797	MIR29B1	microRNA 29b-1	ncRNA
ENSG00000283798	MIR630	microRNA 630	ncRNA
ENSG00000283799	MIR1182	microRNA 1182	ncRNA
ENSG00000283801	MIR1302-11	microRNA 1302-11	ncRNA
ENSG00000283803	MIR3198-2	microRNA 3198-2	ncRNA
ENSG00000283805	MIR636	microRNA 636	ncRNA
ENSG00000283809			
ENSG00000283813	MIR4485	microRNA 4485	ncRNA
ENSG00000283815	MIR18A	microRNA 18a	ncRNA
ENSG00000283818	MIR7844	microRNA 7844	ncRNA
ENSG00000283819	MIR144	microRNA 144	ncRNA
ENSG00000283821	MIR6875	microRNA 6875	ncRNA
ENSG00000283822	MIR639	microRNA 639	ncRNA
ENSG00000283824	MIR22	microRNA 22	ncRNA
ENSG00000283828	F10-AS2	F10 antisense RNA 2	protein-coding
ENSG00000283829	MIR378I	microRNA 378i	ncRNA
ENSG00000283836	MIR6734	microRNA 6734	ncRNA
ENSG00000283839	LOC105373780	proline-rich protein 18-like	ncRNA
ENSG00000283840	MIR6764	microRNA 6764	ncRNA
ENSG00000283842	MIR4751	microRNA 4751	ncRNA
ENSG00000283844	MIR214	microRNA 214	ncRNA
ENSG00000283845	MIR4721	microRNA 4721	ncRNA
ENSG00000283848	MIR6872	microRNA 6872	ncRNA
ENSG00000283849			
ENSG00000283853	MIR4738	microRNA 4738	ncRNA
ENSG00000283856	MIR7703	microRNA 7703	ncRNA
ENSG00000283857	MIR1247	microRNA 1247	ncRNA
ENSG00000283858	MIR3674	microRNA 3674	ncRNA
ENSG00000283863	MIR3960	microRNA 3960	ncRNA
ENSG00000283865	MTND3P18	MT-ND3 pseudogene 18	pseudo
ENSG00000283866			
ENSG00000283867	MIR1307	microRNA 1307	ncRNA
ENSG00000283871	MIR130B	microRNA 130b	ncRNA
ENSG00000283873	SSU72L4	SSU72 like 4	protein-coding
ENSG00000283874	MIR3911	microRNA 3911	ncRNA
ENSG00000283876	MIR4260	microRNA 4260	ncRNA
ENSG00000283877			
ENSG00000283879	MTND6P35	MT-ND6 pseudogene 35	pseudo
ENSG00000283880	MIR7704	microRNA 7704	ncRNA
ENSG00000283881	MIR3916	microRNA 3916	ncRNA
ENSG00000283885	MIR3714	microRNA 3714	ncRNA
ENSG00000283886			
ENSG00000283888	MIR1469	microRNA 1469	ncRNA
ENSG00000283891	MIR628	microRNA 628	ncRNA
ENSG00000283894	MIR1324	microRNA 1324	ncRNA
ENSG00000283897			
ENSG00000283899	MIR761	microRNA 761	ncRNA
ENSG00000283900	TPTEP2-CSNK1E	TPTEP2-CSNK1E readthrough	protein-coding
ENSG00000283904	MIR155	microRNA 155	ncRNA
ENSG00000283906	IGHV4-80	immunoglobulin heavy variable 4-80 (pseudogene)	pseudo
ENSG00000283907			
ENSG00000283913			
ENSG00000283914			
ENSG00000283920	MIR6743	microRNA 6743	ncRNA
ENSG00000283921	MIR1302-9	microRNA 1302-9	ncRNA
ENSG00000283923	MIR6132	microRNA 6132	ncRNA
ENSG00000283926	MIR192	microRNA 192	ncRNA
ENSG00000283927	MIR133A1	microRNA 133a-1	ncRNA
ENSG00000283928	MIR637	microRNA 637	ncRNA
ENSG00000283929	MIR5010	microRNA 5010	ncRNA
ENSG00000283930	PLD5P1	PLD5 pseudogene 1	
ENSG00000283931	MIR18B	microRNA 18b	ncRNA
ENSG00000283932			
ENSG00000283933	MIR6878	microRNA 6878	ncRNA
ENSG00000283935	MIR423	microRNA 423	ncRNA
ENSG00000283936	MIR3658	microRNA 3658	ncRNA
ENSG00000283938	MIR3917	microRNA 3917	ncRNA
ENSG00000283940	MTND3P15	MT-ND3 pseudogene 15	pseudo
ENSG00000283941	MIR600	microRNA 600	ncRNA
ENSG00000283944	MIR4709	microRNA 4709	ncRNA
ENSG00000283945	REXO6P	RNA exonuclease 6, pseudogene	
ENSG00000283948	IGHVIII-16-1	immunoglobulin heavy variable (III)-16-1 (pseudogene)	pseudo
ENSG00000283950	MIR6791	microRNA 6791	ncRNA
ENSG00000283952			
ENSG00000283956	MIR3610	microRNA 3610	ncRNA
ENSG00000283958	MIR1248	microRNA 1248	ncRNA
ENSG00000283959	LOC101927245	uncharacterized LOC101927245	ncRNA
ENSG00000283967	TAF11L8	TATA-box binding protein associated factor 11 like 8	protein-coding
ENSG00000283969	MIR6838	microRNA 6838	ncRNA
ENSG00000283971	MIR4442	microRNA 4442	ncRNA
ENSG00000283972	FAM247A	family with sequence similarity 247 member A	
ENSG00000283973			
ENSG00000283977			
ENSG00000283978	MIR365B	microRNA 365b	ncRNA
ENSG00000283980	GNG14	G protein subunit gamma 14	protein-coding
ENSG00000283982	LOC101929563	uncharacterized LOC101929563	ncRNA
ENSG00000283988	TAF11L9	TATA-box binding protein associated factor 11 like 9	protein-coding
ENSG00000283990	MIRLET7A3	microRNA let-7a-3	ncRNA
ENSG00000283991			
ENSG00000283992	SLURP2	secreted LY6/PLAUR domain containing 2	protein-coding
ENSG00000283994			
ENSG00000283998	MIR492	microRNA 492	ncRNA
ENSG00000283999			
ENSG00000284000	MIR4458	microRNA 4458	ncRNA
ENSG00000284003			
