gene,expression
OR5H14,0
OR5H15,0
OR5H2,0
OR5H6,0
OR5I1,0
OR5J2,0
OR5K1,0
OR5K2,0
OR5K3,0
OR5K4,0
OR5L1,0
OR5L2,0
OR5M1,0
OR5M10,0
OR5M11,0
OR5M3,0
OR5M8,0
OR5M9,0
OR5P2,0
OR5P3,0
OR5R1,0
OR5T1,0
OR5T2,0
OR5T3,0
OR5V1,0
OR5W2,0
OR6A2,0
OR6B1,0
OR6B2,0
OR6B3,0
OR6C1,0
OR6C2,0
OR6C3,0
OR6C4,0
OR6C6,0
OR6C65,0
OR6C68,0
OR6C70,0
OR6C74,0
OR6C75,0
OR6C76,0
OR6F1,0
OR6J1,0
OR6K2,0
OR6K3,0
OR6K6,0
OR6M1,0
OR6N1,0
OR6N2,0
OR6P1,0
OR6Q1,0
OR6S1,0
OR6T1,0
OR6V1,0
OR6X1,0
OR6Y1,0
OR7A10,0
OR7A17,1
OR7A5,0
OR7C1,4
OR7C2,0
OR7D2,10
OR7D4,0
OR7E24,19
OR7G1,0
OR7G2,0
OR7G3,0
OR8A1,0
OR8B12,0
OR8B2,0
OR8B3,0
OR8B4,0
OR8B8,0
OR8D1,0
OR8D2,0
OR8D4,1
OR8G1,1
OR8G5,1
OR8H1,0
OR8H2,0
OR8H3,0
OR8I2,0
OR8J1,0
OR8J3,0
OR8K1,0
OR8K3,0
OR8K5,0
OR8S1,0
OR8U1,0
OR9A2,0
OR9A4,0
OR9G1,0
OR9G4,0
OR9I1,0
OR9K2,1
OR9Q1,2
OR9Q2,0
ORAI1,193
ORAI2,262
ORAI3,354
ORAOV1,176
ORC1,4
ORC2,162
ORC3,365
ORC4,250
ORC5,157
ORC6,5
ORM1,0
ORM2,0
ORMDL1,1183
ORMDL2,948
ORMDL3,773
OS9,2035
OSBP,626
OSBP2,14
OSBPL10,133
OSBPL11,113
OSBPL1A,99
OSBPL2,283
OSBPL3,13
OSBPL5,27
OSBPL6,89
OSBPL7,33
OSBPL8,276
OSBPL9,649
OSCAR,2
OSCP1,201
OSER1,207
OSGEP,159
OSGEPL1,76
OSGIN1,99
OSGIN2,354
OSM,5
OSMR,226
OSR1,4
OSR2,9
OST4,4034
OSTC,2546
OSTCP1,296
OSTF1,195
OSTM1,394
OSTN,0
OTC,4
OTOA,8
OTOF,1
OTOG,0
OTOGL,5
OTOL1,0
OTOP1,0
OTOP2,0
OTOP3,2
OTOR,0
OTP,0
OTUB1,807
OTUB2,16
OTUD1,78
OTUD3,156
OTUD4,579
OTUD5,680
OTUD6A,0
OTUD6B,95
OTUD7A,42
OTUD7B,288
OTULIN,177
OTX1,1
OTX2,0
OVAAL,0
OVCA2,0
OVCH1,0
OVGP1,9
OVOL1,13
OVOL2,86
OVOS2,16
OXA1L,577
OXCT1,214
OXCT2,40
OXER1,12
OXGR1,60
OXLD1,154
OXNAD1,67
OXR1,191
OXSM,151
OXSR1,322
OXT,14
OXTR,0
P2RX1,15
P2RX2,19
P2RX3,1
P2RX4,475
P2RX5,33
P2RX5-TAX1BP3,54
P2RX6,36
P2RX7,5
P2RY1,103
P2RY10,0
P2RY11,54
P2RY12,0
P2RY13,0
P2RY14,3
P2RY2,15
P2RY4,0
P2RY6,28
P2RY8,31
P3H1,208
P3H2,16
P3H3,998
P3H4,417
P4HA1,452
P4HA2,789
P4HA3,37
P4HB,7274
P4HTM,1570
PA2G4,1711
PAAF1,252
PABPC1,5559
PABPC1L,58
PABPC1L2A,0
PABPC1L2B,0
PABPC3,90
PABPC4,1034
PABPC5,11
PABPN1,999
PABPN1L,0
PACRG,130
PACRGL,136
PACS1,385
PACS2,321
PACSIN1,21
PACSIN2,703
PACSIN3,168
PADI1,10
PADI2,3
PADI3,0
PADI4,0
PADI6,0
PAEP,0
PAF1,280
PAFAH1B1,1463
PAFAH1B2,2247
PAFAH1B3,598
PAFAH2,74
PAG1,298
PAGE1,0
PAGE2,0
PAGE2B,0
PAGE3,0
PAGE4,0
PAGE5,0
PAGR1,578
PAH,31
PAICS,653
PAIP1,922
PAIP2,1879
PAIP2B,331
PAK1,286
PAK1IP1,163
PAK2,693
PAK3,2025
PAK4,551
PAK6,310
PAK7,8
PALB2,70
PALD1,1
PALLD,2292
PALM,139
PALM2,41
PALM2-AKAP2,0
PALMD,29
PAM,8402
PAM16,19
PAMR1,80
PAN2,200
PAN3,3
PANK1,44
PANK2,322
PANK3,524
PANK4,101
PANO1,28
PANX1,98
PANX2,36
PANX3,0
PAOX,58
PAPD4,91
PAPD5,186
PAPD7,146
PAPL,0
PAPLN,17
PAPOLA,1984
PAPOLB,21
PAPOLG,117
PAPPA,78
PAPPA2,652
PAPSS1,680
PAPSS2,3919
PAQR3,102
PAQR4,58
PAQR5,49
PAQR6,39
PAQR7,60
PAQR8,66
PAQR9,0
PARD3,275
PARD3B,106
PARD6A,325
PARD6B,63
PARD6G,24
PARG,18
PARGP1,0
PARK2,26
PARK7,3841
PARL,770
PARM1,3134
PARN,214
PARP1,1093
PARP10,68
PARP11,53
PARP12,102
PARP14,253
PARP15,0
PARP16,139
PARP2,193
PARP3,22
PARP4,168
PARP6,295
PARP8,196
PARP9,323
PARPBP,9
PARS2,58
PART1,142
PARVA,494
PARVB,2268
PARVG,1
PASD1,0
PASK,560
PATE1,0
PATE2,0
PATE3,0
PATE4,0
PATL1,415
PATL2,5
PATZ1,247
PAWR,379
PAX1,0
PAX2,0
PAX3,0
PAX4,5
PAX5,3
PAX6,4866
PAX7,0
PAX8,65
PAX9,0
PAXBP1,157
PAXIP1,3
PBDC1,425
PBK,2
PBLD,84
PBOV1,0
PBRM1,501
PBX1,758
PBX2,295
PBX3,406
PBX4,7
PBXIP1,261
PC,90
PCA3,0
PCAT1,0
PCAT14,0
PCAT18,0
PCAT19,345
PCAT29,0
PCAT4,0
PCAT5,0
PCAT6,71
PCAT7,1
PCBD1,1896
PCBD2,59
PCBP1,5337
PCBP2,1887
PCBP3,88
PCBP4,194
PCCA,141
PCCB,281
PCDH1,260
PCDH10,10
PCDH11X,0
PCDH11Y,0
PCDH12,97
PCDH15,0
PCDH17,2113
PCDH18,41
PCDH19,1
PCDH20,24
PCDH7,10
PCDH8,10
PCDH9,21
PCDHA1,11
PCDHA10,32
PCDHA11,3
PCDHA12,1
PCDHA13,0
PCDHA2,0
PCDHA3,10
PCDHA4,1
PCDHA5,16
PCDHA6,2
PCDHA7,5
PCDHA8,0
PCDHA9,1
PCDHAC1,1
PCDHAC2,0
PCDHB1,9
PCDHB10,65
PCDHB11,33
PCDHB12,15
PCDHB13,28
PCDHB14,68
PCDHB15,38
PCDHB16,170
PCDHB2,17
PCDHB3,7
PCDHB4,41
PCDHB5,70
PCDHB6,25
PCDHB7,17
PCDHB8,3
PCDHB9,26
PCDHGA1,4
PCDHGA10,6
PCDHGA11,2
PCDHGA12,0
PCDHGA2,21
PCDHGA3,1
PCDHGA4,0
PCDHGA5,3
PCDHGA6,5
PCDHGA7,4
PCDHGA8,0
PCDHGA9,0
PCDHGB1,1
PCDHGB2,0
PCDHGB3,0
PCDHGB4,19
PCDHGB5,3
PCDHGB6,4
PCDHGB7,0
PCDHGC3,3
PCDHGC4,0
PCDHGC5,0
PCED1A,151
PCED1B,18
PCF11,569
PCGEM1,0
PCGF1,192
PCGF2,647
PCGF3,384
PCGF5,862
PCGF6,60
PCID2,415
PCIF1,411
PCK1,433
PCK2,314
PCLO,341
PCM1,489
PCMT1,1107
PCMTD1,462
PCMTD2,306
PCNA,492
PCNP,1445
PCNT,131
PCNX,264
PCNXL2,73
PCNXL3,40
PCNXL4,251
PCOLCE,159
PCOLCE2,1
PCP2,10
PCP4,1425
PCP4L1,2
PCSK1,8529
PCSK1N,17575
PCSK2,4709
PCSK4,19
PCSK5,48
PCSK6,14
PCSK7,141
PCSK9,6
PCTP,141
PCYOX1,619
PCYOX1L,140
PCYT1A,481
PCYT1B,13
PCYT2,177
PDAP1,1666
PDC,0
PDCD1,1
PDCD10,575
PDCD11,153
PDCD1LG2,5
PDCD2,482
PDCD2L,137
PDCD4,979
PDCD5,839
PDCD6,2455
PDCD6IP,613
PDCD6IPP1,1
PDCD6IPP2,102
PDCD7,166
PDCL,202
PDCL2,0
PDCL3,74
PDDC1,104
PDE10A,14
PDE11A,9
PDE12,355
PDE1A,49
PDE1B,31
PDE1C,41
PDE2A,113
PDE3A,267
PDE3B,198
PDE4A,55
PDE4B,67
PDE4C,12
PDE4D,165
PDE4DIP,776
PDE5A,102
PDE6A,0
PDE6B,60
PDE6C,5
PDE6D,397
PDE6G,2
PDE6H,6
PDE7A,64
PDE7B,55
PDE8A,359
PDE8B,444
PDE9A,104
PDF,175
PDGFA,266
PDGFB,149
PDGFC,21
PDGFD,87
PDGFRA,77
PDGFRB,1261
PDGFRL,80
PDHA1,761
PDHA2,0
PDHB,689
PDHX,295
PDIA2,200
PDIA3,5664
PDIA4,2784
PDIA5,263
PDIA6,3958
PDIK1L,77
PDILT,0
PDK1,121
PDK2,164
PDK3,207
PDK4,6754
PDLIM1,1295
PDLIM2,548
PDLIM3,292
PDLIM4,519
PDLIM5,1079
PDLIM7,319
PDP1,108
PDP2,177
PDPK1,567
PDPK2P,0
PDPN,62
PDPR,341
PDRG1,475
PDS5A,1045
PDS5B,383
PDSS1,65
PDSS2,215
PDX1,1320
PDXDC1,1475
PDXDC2P,72
PDXK,1192
PDXP,7
PDYN,0
PDZD11,240
PDZD2,122
PDZD3,2
PDZD4,147
PDZD7,8
PDZD8,553
PDZD9,0
PDZK1,26
PDZK1IP1,182
PDZRN3,232
PDZRN4,3
PEA15,902
PEAK1,0
PEAR1,11
PEBP1,10043
PEBP4,2
PECAM1,970
PECR,84
PEF1,1110
PEG10,9775
PEG3,402
PELI1,307
PELI2,175
PELI3,161
PELO,312
PELP1,329
PEMT,8634
PENK,2
PEPD,1025
PER1,209
PER2,213
PER3,256
PERM1,3
PERP,2127
PES1,397
PET100,1067
PET117,211
PEX1,160
PEX10,380
PEX11A,99
PEX11B,259
PEX11G,29
PEX12,134
PEX13,223
PEX14,167
PEX16,359
PEX19,431
PEX2,444
PEX26,381
PEX3,129
PEX5,254
PEX5L,30
PEX6,219
PEX7,234
PF4,1
PF4V1,1
PFAS,95
PFDN1,323
PFDN2,1498
PFDN4,215
PFDN5,2297
PFDN6,450
PFKFB1,2
PFKFB2,783
PFKFB3,362
PFKFB4,101
PFKL,485
PFKM,412
PFKP,632
PFN1,3739
PFN2,3658
PFN3,0
PFN4,6
PGA3,0
PGA4,0
PGA5,0
PGAM1,2797
PGAM1P5,17
PGAM2,23
PGAM4,0
PGAM5,342
PGAP1,181
PGAP2,163
PGAP3,178
PGBD1,38
PGBD2,30
PGBD3,0
PGBD4,10
PGBD5,194
PGC,4
PGD,1141
PGF,217
PGGT1B,91
PGK1,2784
PGK2,0
PGLS,595
PGLYRP1,0
PGLYRP2,0
PGLYRP3,0
PGLYRP4,2
PGM1,869
PGM2,143
PGM2L1,183
PGM3,566
PGM5,21
PGM5P2,0
PGP,524
PGPEP1,382
PGPEP1L,0
PGR,255
PGRMC1,1033
PGRMC2,1785
PGS1,218
PHACTR1,26
PHACTR2,353
PHACTR3,1
PHACTR4,365
PHAX,280
PHB,1339
PHB2,2349
PHC1,268
PHC2,1311
PHC3,295
PHEX,5
PHF1,455
PHF10,495
PHF11,263
PHF12,206
PHF13,252
PHF14,312
PHF19,101
PHF2,319
PHF20,315
PHF20L1,204
PHF21A,196
PHF21B,68
PHF23,352
PHF24,2
PHF3,583
PHF5A,502
PHF6,230
PHF7,54
PHF8,259
PHGDH,163
PHIP,895
PHKA1,253
PHKA2,165
PHKB,356
PHKG1,5
PHKG2,140
PHLDA1,903
PHLDA2,380
PHLDA3,247
PHLDB1,216
PHLDB2,510
PHLDB3,84
PHLPP1,107
PHLPP2,69
PHOSPHO1,1
PHOSPHO2,53
PHOX2A,0
PHOX2B,0
PHPT1,1420
PHRF1,214
PHTF1,185
PHTF2,636
PHYH,329
PHYHD1,59
PHYHIP,24
PHYHIPL,237
PHYKPL,127
PI15,414
PI16,0
PI3,84
PI4K2A,338
PI4K2B,96
PI4KA,304
PI4KAP1,2
PI4KAP2,0
PI4KB,365
PIANP,114
PIAS1,538
PIAS2,227
PIAS3,312
PIAS4,239
PIBF1,69
PICALM,733
PICK1,164
PID1,46
PIDD1,59
PIEZO1,134
PIEZO2,11
PIF1,4
PIFO,130
PIGA,178
PIGB,79
PIGBOS1,129
PIGC,367
PIGF,311
PIGG,136
PIGH,364
PIGK,311
PIGL,76
PIGM,165
PIGN,255
PIGO,300
PIGP,958
PIGQ,101
PIGR,115
PIGS,302
PIGT,1406
PIGU,403
PIGV,159
PIGW,170
PIGX,420
PIGY,37
PIGZ,75
PIH1D1,566
PIH1D2,7
PIH1D3,0
PIK3AP1,114
PIK3C2A,271
PIK3C2B,129
PIK3C2G,20
PIK3C3,170
PIK3CA,174
PIK3CB,214
PIK3CD,49
PIK3CG,3
PIK3IP1,90
PIK3R1,174
PIK3R2,594
PIK3R3,175
PIK3R4,139
PIK3R5,18
PIK3R6,1
PIKFYVE,243
PILRA,17
PILRB,36
PIM1,249
PIM2,162
PIM3,1139
PIN1,850
PIN4,650
PINK1,1004
PINLYP,34
PINX1,138
PIP,2
PIP4K2A,104
PIP4K2B,258
PIP4K2C,489
PIP5K1A,515
PIP5K1B,53
PIP5K1C,221
PIP5KL1,7
PIPOX,134
PIR,442
PIRT,2
PISD,296
PITHD1,966
PITPNA,468
PITPNB,423
PITPNC1,1164
PITPNM1,338
PITPNM2,103
PITPNM3,31
PITRM1,528
PITX1,21
PITX2,0
PITX3,1
PIWIL1,4
PIWIL2,6
PIWIL3,0
PIWIL4,16
PJA1,393
PJA2,2264
PKD1,460
PKD1L1,4
PKD1L2,0
PKD1L3,0
PKD1P5,13
PKD1P6,8
PKD2,364
PKD2L1,2
PKD2L2,0
PKDCC,157
PKDREJ,0
PKHD1,13
PKHD1L1,2
PKIA,156
PKIB,943
PKIG,972
PKLR,1
PKM,4515
PKMYT1,1
PKN1,495
PKN2,346
PKN3,35
PKNOX1,223
PKNOX2,58
PKP1,6
PKP2,193
PKP3,464
PKP4,249
PLA1A,53
PLA2G10,4
PLA2G12A,920
PLA2G12B,0
PLA2G15,245
PLA2G16,746
PLA2G1B,14812
PLA2G2A,0
PLA2G2D,0
PLA2G2E,0
PLA2G2F,3
PLA2G3,0
PLA2G4A,76
PLA2G4B,0
PLA2G4C,204
PLA2G4D,0
PLA2G4E,0
PLA2G4F,1
PLA2G5,0
PLA2G6,80
PLA2G7,88
PLA2R1,11
PLAA,189
PLAC1,1
PLAC8,294
PLAC8L1,8
PLAC9,53
PLAG1,110
PLAGL1,380
PLAGL2,273
PLAT,442
PLAU,1425
PLAUR,542
PLB1,12
PLBD1,55
PLBD2,231
PLCB1,143
PLCB2,2
PLCB3,65
PLCB4,220
PLCD1,78
PLCD3,57
PLCD4,5
PLCE1,441
PLCG1,111
PLCG2,58
PLCH1,40
PLCH2,31
PLCL1,10
PLCL2,258
PLCXD1,0
PLCXD2,75
PLCXD3,1592
PLCZ1,0
PLD1,119
PLD2,40
PLD3,4265
PLD4,0
PLD5,3
PLD6,65
PLEC,572
PLEK,16
PLEK2,88
PLEKHA1,812
PLEKHA2,140
PLEKHA3,509
PLEKHA4,88
PLEKHA5,303
PLEKHA6,331
PLEKHA7,24
PLEKHA8,95
PLEKHA8P1,7
PLEKHB1,173
PLEKHB2,1336
PLEKHD1,2
PLEKHF1,24
PLEKHF2,280
PLEKHG1,10
PLEKHG2,43
PLEKHG3,245
PLEKHG4,58
PLEKHG4B,3
PLEKHG5,30
PLEKHG6,40
PLEKHG7,1
PLEKHH1,48
PLEKHH2,71
PLEKHH3,209
PLEKHJ1,369
PLEKHM1,258
PLEKHM1P,31
PLEKHM2,510
PLEKHM3,0
PLEKHN1,3
PLEKHO1,533
PLEKHO2,61
PLEKHS1,0
PLG,3
PLGLA,0
PLGLB1,0
PLGLB2,0
PLGRKT,227
PLIN1,3
PLIN2,930
PLIN3,619
PLIN5,38
PLK1,31
PLK2,686
PLK3,163
PLK4,3
PLK5,0
PLLP,76
PLN,1
PLOD1,514
PLOD2,1271
PLOD3,773
PLP1,7
PLP2,2498
PLRG1,334
PLS1,350
PLS3,489
PLSCR1,426
PLSCR2,4
PLSCR4,219
PLSCR5,1
PLTP,321
PLVAP,2064
PLXDC1,25
PLXDC2,82
PLXNA1,117
PLXNA2,599
PLXNA3,332
PLXNA4,0
PLXNB1,407
PLXNB2,1982
PLXNB3,19
PLXNC1,109
PLXND1,428
PM20D1,66
PM20D2,382
PMAIP1,139
PMCH,0
PMCHL1,0
PMCHL2,0
PMEL,11
PMEPA1,1688
PMF1,479
PMF1-BGLAP,2
PMFBP1,1
PML,267
PMM1,358
PMM2,356
PMP2,1
PMP22,198
PMPCA,276
PMPCB,246
PMS1,103
PMS2,120
PMS2CL,16
PMS2P3,33
PMVK,892
PNCK,1
PNISR,1269
PNKD,205
PNKP,257
PNLDC1,2
PNLIP,6998
PNLIPRP1,1344
PNLIPRP2,758
PNLIPRP3,1
PNMA1,971
PNMA2,94
PNMA3,0
PNMA5,0
PNMA6A,69
PNMAL1,56
PNMAL2,45
PNMT,14
PNN,606
PNO1,200
PNOC,3
PNP,626
PNPLA1,0
PNPLA2,635
PNPLA3,1
PNPLA4,251
PNPLA5,0
PNPLA6,434
PNPLA7,28
PNPLA8,480
PNPO,438
PNPT1,182
PNRC1,2149
PNRC2,927
POC1A,15
POC1B,90
POC1B-GALNT4,1
POC5,98
PODN,64
PODNL1,0
PODXL,615
PODXL2,435
POF1B,10
POFUT1,82
POFUT2,264
POGK,388
POGLUT1,171
POGZ,392
POLA1,44
POLA2,57
POLB,369
POLD1,49
POLD2,769
POLD3,120
POLD4,935
POLDIP2,758
POLDIP3,548
POLE,53
POLE2,8
POLE3,448
POLE4,129
POLG,233
POLG2,41
POLH,34
POLI,136
POLK,361
POLL,203
POLM,62
POLN,7
POLQ,3
POLR1A,171
POLR1B,101
POLR1C,158
POLR1D,1346
POLR1E,121
POLR2A,642
POLR2B,839
POLR2C,1103
POLR2D,257
POLR2E,1009
POLR2F,1017
POLR2G,1121
POLR2H,461
POLR2I,1607
POLR2J,996
POLR2J2,15
POLR2J3,319
POLR2J4,6
POLR2K,992
POLR2L,3783
POLR2M,259
POLR3A,299
POLR3B,56
POLR3C,85
POLR3D,146
POLR3E,293
POLR3F,60
POLR3G,21
POLR3GL,587
POLR3H,197
POLR3K,345
POLRMT,151
POM121,177
POM121C,277
POM121L12,0
POM121L1P,0
POM121L2,0
POM121L7,0
POM121L9P,2
POMC,360
POMGNT1,320
POMGNT2,221
POMK,0
POMP,3372
POMT1,188
POMT2,265
POMZP3,29
PON1,3
PON2,407
PON3,122
POP1,81
POP4,426
POP5,358
POP7,572
POPDC2,12
POPDC3,86
POR,1174
PORCN,193
POSTN,153
POT1,157
POTEA,0
POTEB,0
POTEB2,0
POTEB3,0
POTEC,0
POTED,0
POTEE,9
POTEF,45
POTEG,0
POTEI,1
POTEM,0
POU1F1,0
POU2AF1,0
POU2F1,261
POU2F2,30
POU2F3,6
POU3F1,11
POU3F2,0
POU3F3,0
POU3F4,0
POU4F1,0
POU4F2,0
POU4F3,0
POU5F1,21
POU5F2,641
POU6F1,37
POU6F2,30
PP14571,0
PP2672,0
PP2D1,0
PP7080,175
PPA1,2247
PPA2,821
PPAN,97
PPAN-P2RY11,1
PPAP2A,265
PPAP2B,477
PPAP2C,268
PPAPDC1A,9
PPAPDC1B,1131
PPAPDC2,117
PPAPDC3,10
PPARA,300
PPARD,172
PPARG,24
PPARGC1A,62
PPARGC1B,9
PPAT,152
PPBP,0
PPCDC,97
PPCS,646
PPDPF,3591
PPEF1,0
PPEF2,0
PPFIA1,476
PPFIA2,6
PPFIA3,247
PPFIA4,7
PPFIBP1,149
PPFIBP2,38
PPHLN1,427
PPIA,8839
PPIAL4A,2
PPIAL4C,0
PPIAL4D,0
PPIAL4E,22
PPIAL4F,0
PPIAL4G,520
PPIB,1219
PPIC,361
PPID,516
PPIE,597
PPIF,454
PPIG,950
PPIH,152
PPIL1,538
PPIL2,160
PPIL3,284
PPIL4,76
PPIL6,143
PPIP5K1,170
PPIP5K2,155
PPL,783
PPM1A,647
PPM1B,433
PPM1D,137
PPM1E,279
PPM1F,202
PPM1G,978
PPM1H,251
PPM1J,21
PPM1K,880
PPM1L,357
PPM1M,75
PPM1N,35
PPME1,1047
PPOX,91
PPP1CA,1285
PPP1CB,2135
PPP1CC,1220
PPP1R10,303
PPP1R11,785
PPP1R12A,395
PPP1R12B,194
PPP1R12C,323
PPP1R13B,66
PPP1R13L,114
PPP1R14A,53
PPP1R14B,1733
PPP1R14C,199
PPP1R14D,7
PPP1R15A,1400
PPP1R15B,601
PPP1R16A,426
PPP1R16B,37
PPP1R17,0
PPP1R18,279
PPP1R1A,13094
PPP1R1B,48
PPP1R1C,46
PPP1R2,802
PPP1R21,250
PPP1R26,158
PPP1R27,1
PPP1R32,29
PPP1R35,414
PPP1R36,49
PPP1R37,461
PPP1R3A,0
PPP1R3B,73
PPP1R3C,81
PPP1R3D,99
PPP1R3E,247
PPP1R3F,120
PPP1R3G,2
PPP1R42,23
PPP1R7,581
PPP1R8,483
PPP1R9A,353
PPP1R9B,217
PPP2CA,1614
PPP2CB,2447
PPP2R1A,2024
PPP2R1B,300
PPP2R2A,734
PPP2R2B,144
PPP2R2C,210
PPP2R2D,327
PPP2R3A,105
PPP2R3B,93
PPP2R3C,151
PPP2R4,1106
PPP2R5A,612
PPP2R5B,415
PPP2R5C,929
PPP2R5D,148
PPP2R5E,529
PPP3CA,389
PPP3CB,493
PPP3CC,312
PPP3R1,573
PPP3R2,0
PPP4C,397
PPP4R1,399
PPP4R1L,27
PPP4R2,572
PPP4R3A,538
PPP4R3B,683
PPP4R4,36
PPP5C,623
PPP5D1,0
PPP6C,754
PPP6R1,1085
PPP6R2,392
PPP6R3,310
PPRC1,141
PPT1,1279
PPT2,256
PPT2-EGFL8,0
PPTC7,231
PPWD1,118
PPY,49544
PPY2P,22
PQBP1,530
PQLC1,531
PQLC2,27
PQLC2L,5
PQLC3,170
PRAC1,0
PRAC2,0
PRADC1,301
PRAF2,1189
PRAM1,1
PRAME,0
PRAMEF1,0
PRAMEF10,0
PRAMEF11,0
PRAMEF12,0
PRAMEF14,0
PRAMEF15,0
PRAMEF17,0
PRAMEF18,0
PRAMEF2,0
PRAMEF25,0
PRAMEF26,0
PRAMEF4,0
PRAMEF5,0
PRAMEF6,0
PRAMEF7,0
PRAMEF8,0
PRAMENP,0
PRAP1,0
PRB1,11
PRB2,0
PRB3,0
PRB4,0
PRC1,42
PRCAT47,0
PRCC,359
PRCD,14
PRCP,1147
PRDM1,173
PRDM10,46
PRDM11,1
PRDM12,12
PRDM13,0
PRDM14,0
PRDM15,31
PRDM16,42
PRDM2,265
PRDM4,358
PRDM5,42
PRDM6,0
PRDM7,0
PRDM8,3
PRDM9,0
PRDX1,3137
PRDX2,2827
PRDX3,1516
PRDX4,1245
PRDX5,1668
PRDX6,1756
PREB,898
PRELID1,1175
PRELID2,58
PRELP,29
PREP,229
PREPL,1945
PREX1,208
PREX2,28
PRF1,0
PRG2,0
PRG3,0
PRH1,0
PRH2,29
PRICKLE1,78
PRICKLE2,122
PRICKLE3,16
PRICKLE4,122
PRIM1,27
PRIM2,63
PRIMA1,1
PRIMPOL,75
PRKAA1,251
PRKAA2,173
PRKAB1,192
PRKAB2,133
PRKACA,1093
PRKACB,744
PRKACG,0
PRKAG1,832
PRKAG2,320
PRKAG3,0
PRKAR1A,3470
PRKAR1B,193
PRKAR2A,1039
PRKAR2B,44
PRKCA,273
PRKCB,9
PRKCD,223
PRKCDBP,291
PRKCE,220
PRKCG,19
PRKCH,154
PRKCI,206
PRKCQ,63
PRKCSH,1164
PRKCZ,186
PRKD1,54
PRKD2,270
PRKD3,185
PRKDC,550
PRKG1,67
PRKG2,5
PRKRA,615
PRKRIP1,218
PRKRIR,311
PRKX,65
PRKY,17
PRL,0
PRLH,0
PRLHR,26
PRLR,52
PRM1,0
PRM2,0
PRM3,0
PRMT1,870
PRMT2,1422
PRMT3,56
PRMT5,416
PRMT6,318
PRMT7,40
PRMT8,11
PRMT9,90
PRND,0
PRNP,904
PRNT,0
PROB1,27
PROC,13
PROCA1,4
PROCR,330
PRODH,1
PRODH2,4
PROK1,1
PROK2,0
PROKR2,0
PROL1,0
PROM1,53
PROM2,50
PROP1,0
PROS1,96
PROSC,860
PROSER1,140
PROSER2,96
PROSER3,14
PROX1,294
PROX2,0
PROZ,0
PRPF18,322
PRPF19,896
PRPF3,289
PRPF31,373
PRPF38A,355
PRPF38B,541
PRPF39,100
PRPF4,371
PRPF40A,160
PRPF40B,249
PRPF4B,426
PRPF6,762
PRPF8,1104
PRPH,58
PRPH2,82
PRPS1,1502
PRPS1L1,0
PRPS2,189
PRPSAP1,336
PRPSAP2,446
PRR11,3
PRR13,2325
PRR14,287
PRR14L,321
PRR15,17
PRR15L,92
PRR16,85
PRR18,63
PRR19,6
PRR20A,0
PRR20B,0
PRR20C,0
PRR20D,0
PRR20E,0
PRR21,0
PRR22,19
PRR23A,0
PRR23B,0
PRR23C,0
PRR25,0
PRR26,148
PRR27,0
PRR29,21
PRR3,71
PRR30,0
PRR31,0
PRR32,0
PRR33,0
PRR34,3
PRR35,1
PRR4,100
PRR5,33
PRR5-ARHGAP8,1
PRR5L,20
PRR7,175
PRRC1,1090
PRRC2A,1276
PRRC2B,836
PRRC2C,1133
PRRG1,55
PRRG2,159
PRRG3,6
PRRG4,62
PRRT1,178
PRRT2,26
PRRT3,119
PRRT4,0
PRRX1,162
PRRX2,34
PRSS1,25143
PRSS12,25
PRSS16,47
PRSS2,38027
PRSS21,5
PRSS22,550
PRSS23,3469
PRSS27,18
PRSS3,5482
PRSS30P,6
PRSS33,0
PRSS35,2
PRSS36,7
PRSS37,0
PRSS38,0
PRSS42,1
PRSS44,0
PRSS45,1
PRSS48,0
PRSS50,15
PRSS51,0
PRSS53,4
PRSS54,0
PRSS55,0
PRSS56,0
PRSS57,0
PRSS58,0
PRSS8,411
PRTFDC1,70
PRTG,6
PRTN3,0
PRUNE,392
PRUNE2,717
PRX,10
PRY,0
PRY2,0
PRYP3,0
PSAP,8656
PSAPL1,0
PSAT1,145
PSCA,31
PSD,924
PSD2,1
PSD3,291
PSD4,148
PSEN1,277
PSEN2,254
PSENEN,878
PSG1,0
PSG10P,0
PSG11,0
PSG2,0
PSG3,0
PSG4,7
PSG5,0
PSG6,0
PSG7,0
PSG8,0
PSG9,1
PSIP1,331
PSKH1,314
PSKH2,0
PSMA1,1248
PSMA2,1267
PSMA3,987
PSMA4,836
PSMA5,1268
PSMA6,39
PSMA7,3478
PSMA8,0
PSMB1,3713
PSMB10,611
PSMB11,0
PSMB2,1214
PSMB3,700
PSMB4,2725
PSMB5,3092
PSMB6,1262
PSMB7,1703
PSMB8,497
PSMB9,119
PSMC1,1201
PSMC2,793
PSMC3,658
PSMC3IP,60
PSMC4,671
PSMC5,943
PSMC6,381
PSMD1,1078
PSMD10,730
PSMD11,808
PSMD12,499
PSMD13,1207
PSMD14,545
PSMD2,1853
PSMD3,1223
PSMD4,1014
PSMD5,154
PSMD6,832
PSMD7,1531
PSMD8,2756
PSMD9,938
PSME1,1736
PSME2,1248
PSME3,821
PSME4,436
PSMF1,907
PSMG1,318
PSMG2,763
PSMG3,379
PSMG4,290
PSORS1C1,2
PSORS1C2,0
PSORS1C3,0
PSPC1,254
PSPH,146
PSPN,63
PSRC1,30
PSTK,46
PSTPIP1,0
PSTPIP2,22
PTAFR,17
PTAR1,281
PTBP1,1439
