"","acinar","activated-stellate","alpha","beta","delta","ductal","endothelial","epsilon","gamma","macrophage","mast","quiescent-stellate","schwann","t-cell"
"KEAP1",38,30,70,262,44,41,29,1,16,3,1,39,1,1
"KEL",0,0,0,2,0,0,0,0,0,0,0,0,0,0
"KERA",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KHDC1",3,0,8,18,6,1,0,2,0,0,0,0,0,0
"KHDC1L",2,0,0,0,1,0,0,0,0,0,0,0,0,0
"KHDC3L",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KHDRBS1",170,80,150,540,155,176,115,5,55,16,2,71,2,0
"KHDRBS2",0,0,0,0,3,0,0,0,0,0,0,0,0,0
"KHDRBS3",28,13,19,123,14,16,11,0,6,0,0,12,2,0
"KHK",1,0,5,7,1,1,0,0,0,1,0,1,0,0
"KHNYN",27,11,36,123,21,35,21,2,11,0,2,11,1,0
"KHSRP",97,47,133,374,97,105,60,4,27,10,2,36,1,0
"KIAA0020",12,19,41,109,34,38,18,0,6,0,1,9,1,0
"KIAA0040",12,4,34,19,13,8,15,2,0,3,2,6,0,0
"KIAA0087",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIAA0100",52,31,84,360,59,64,35,1,24,8,1,19,2,1
"KIAA0101",2,0,24,27,4,2,1,0,3,0,0,2,0,0
"KIAA0125",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIAA0141",18,6,23,84,26,8,22,3,6,1,1,7,1,0
"KIAA0195",10,1,41,89,19,10,7,1,8,0,0,10,0,1
"KIAA0196",18,20,36,171,39,42,16,3,4,2,0,22,1,0
"KIAA0226",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"KIAA0226L",0,0,0,2,0,1,0,0,0,0,0,0,0,0
"KIAA0232",11,8,46,107,38,41,8,2,8,4,0,4,0,0
"KIAA0319",0,0,52,142,20,4,1,0,31,0,0,0,0,0
"KIAA0319L",52,20,52,346,51,44,31,2,36,6,1,13,1,1
"KIAA0355",15,5,27,82,19,29,57,2,7,2,0,10,0,0
"KIAA0368",45,32,76,377,102,53,34,5,24,4,0,15,1,0
"KIAA0391",11,4,29,103,15,20,10,2,12,0,0,3,1,0
"KIAA0408",0,0,17,120,17,1,1,0,9,1,0,1,0,0
"KIAA0430",21,13,52,134,29,29,22,3,11,3,1,11,0,0
"KIAA0513",3,12,34,158,22,14,6,0,1,0,1,1,0,0
"KIAA0556",7,2,4,71,6,3,1,0,0,0,0,2,0,0
"KIAA0586",8,4,13,76,10,6,6,0,5,0,0,0,0,0
"KIAA0753",9,9,19,47,15,14,4,0,3,0,0,3,1,0
"KIAA0825",0,1,2,8,0,5,1,0,0,0,0,1,0,0
"KIAA0895",5,2,48,112,44,16,2,0,9,0,0,0,0,0
"KIAA0895L",4,8,15,74,19,5,7,0,5,0,0,4,0,0
"KIAA0907",9,14,72,324,47,26,14,3,10,3,1,8,0,0
"KIAA0922",27,3,9,14,5,3,6,0,2,0,0,2,0,0
"KIAA0930",37,30,94,82,46,78,22,3,17,42,0,14,6,0
"KIAA1024",1,0,2,6,1,1,0,0,1,0,0,0,0,0
"KIAA1033",12,10,28,116,13,14,13,0,7,6,0,8,0,0
"KIAA1109",8,9,46,189,41,20,21,0,10,0,1,12,1,0
"KIAA1143",21,3,47,136,50,13,18,1,7,3,2,6,0,0
"KIAA1147",15,7,35,185,34,18,65,9,12,2,2,0,0,1
"KIAA1161",3,0,0,1,0,4,1,0,0,0,0,0,0,0
"KIAA1191",52,43,144,463,97,135,77,3,20,2,4,26,5,0
"KIAA1211",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"KIAA1211L",7,0,16,44,28,9,9,0,7,0,0,0,0,0
"KIAA1217",16,2,1,7,8,36,20,0,2,0,0,1,1,0
"KIAA1257",0,0,4,19,0,1,1,0,4,0,0,0,0,0
"KIAA1324",86,22,693,1805,505,30,30,23,193,3,0,9,0,0
"KIAA1324L",0,1,5,13,5,2,2,0,0,0,0,2,0,0
"KIAA1328",4,3,5,15,10,3,1,0,2,1,0,0,0,0
"KIAA1407",1,1,13,77,17,6,4,0,5,0,0,0,0,0
"KIAA1429",19,20,51,221,29,24,22,1,11,0,4,24,0,0
"KIAA1456",1,0,1,36,10,0,0,1,4,0,0,0,0,0
"KIAA1467",1,1,3,30,6,4,1,1,3,0,0,0,0,0
"KIAA1468",11,8,17,92,12,22,9,2,6,0,0,3,0,0
"KIAA1522",206,1,47,94,42,272,8,7,9,0,4,5,0,0
"KIAA1524",1,3,2,27,6,1,1,0,1,0,0,0,0,0
"KIAA1549",1,1,13,32,8,3,7,1,2,0,0,0,0,0
"KIAA1549L",0,5,21,0,0,2,0,0,3,0,0,0,0,0
"KIAA1551",9,3,12,41,6,25,22,0,0,2,0,7,0,0
"KIAA1586",3,5,5,22,3,1,1,0,4,0,0,1,0,0
"KIAA1614",0,3,2,27,1,1,0,0,1,0,0,0,1,0
"KIAA1671",6,0,26,30,12,42,25,1,7,0,0,1,0,0
"KIAA1683",0,1,3,14,1,0,0,0,0,0,0,0,0,0
"KIAA1715",8,12,33,218,15,17,3,0,6,0,1,5,2,0
"KIAA1755",0,24,0,0,0,0,0,0,0,0,0,3,0,0
"KIAA1841",2,0,9,20,6,5,2,1,2,1,0,0,0,0
"KIAA1875",0,0,1,4,1,0,0,0,0,0,0,0,0,0
"KIAA1919",8,1,7,22,1,0,2,0,1,0,0,1,0,0
"KIAA1958",11,5,13,73,25,9,1,0,4,0,0,2,0,0
"KIAA2012",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"KIAA2013",43,36,233,507,90,79,45,7,38,3,2,41,0,1
"KIAA2018",7,6,31,105,23,14,5,3,15,1,0,3,0,0
"KIAA2022",1,0,2,107,34,2,1,0,4,0,0,0,0,0
"KIDINS220",28,13,96,327,93,64,29,11,21,3,3,33,0,0
"KIF11",0,0,0,0,1,0,3,0,0,0,0,0,0,0
"KIF12",2,0,58,51,4,30,5,0,7,0,0,1,0,0
"KIF13A",18,8,53,388,47,47,29,10,14,4,0,9,2,0
"KIF13B",7,1,15,68,18,35,2,3,4,1,1,0,0,0
"KIF14",0,0,2,0,0,0,3,0,0,0,0,0,0,0
"KIF15",0,0,1,4,1,0,1,0,0,0,0,0,0,0
"KIF16B",9,1,28,102,26,8,4,1,2,0,0,2,1,0
"KIF17",0,0,5,9,1,0,8,0,0,0,0,1,0,0
"KIF18A",0,1,2,3,0,0,0,0,0,0,0,0,0,0
"KIF18B",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIF19",0,0,1,0,1,0,0,0,0,0,0,0,0,0
"KIF1A",50,1,190,1095,145,7,9,6,60,0,0,2,4,0
"KIF1B",23,19,46,153,34,39,28,3,15,2,0,13,5,0
"KIF1BP",19,18,108,364,57,41,26,4,18,3,1,11,0,1
"KIF1C",73,19,18,73,15,70,18,0,6,5,2,8,1,0
"KIF20A",0,0,5,0,0,0,0,0,0,0,0,0,0,0
"KIF20B",4,1,4,13,3,5,0,0,1,0,0,4,0,0
"KIF21A",33,2,75,597,106,37,2,3,13,4,3,2,1,1
"KIF21B",1,12,1,5,0,6,7,0,0,2,0,5,0,1
"KIF22",9,5,24,52,5,4,5,1,6,1,0,3,1,0
"KIF23",3,2,0,1,0,0,0,0,0,0,0,0,0,0
"KIF25",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"KIF26A",4,0,0,4,0,1,20,0,0,0,0,0,0,0
"KIF26B",0,1,0,5,0,2,0,0,0,0,0,0,0,0
"KIF27",3,0,14,42,16,3,0,1,6,0,0,0,0,0
"KIF2A",7,12,25,95,14,23,9,0,5,4,0,7,0,0
"KIF2B",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIF2C",0,0,2,2,0,0,0,0,0,0,0,0,0,0
"KIF3A",1,0,28,86,26,7,3,2,2,1,0,0,0,0
"KIF3B",39,22,129,607,173,82,24,6,27,2,0,10,1,0
"KIF3C",2,5,26,98,36,23,7,4,12,1,0,1,4,0
"KIF4A",0,0,6,1,1,0,0,0,0,0,0,0,0,0
"KIF4B",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"KIF5A",0,0,35,116,35,2,0,2,9,0,0,1,0,0
"KIF5B",94,70,198,669,177,182,76,7,36,11,1,51,6,1
"KIF5C",5,3,220,832,165,9,6,12,38,3,2,3,1,1
"KIF6",0,0,1,0,1,0,0,0,0,0,0,0,0,0
"KIF7",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIF9",11,4,65,201,66,19,11,1,6,0,0,3,0,0
"KIFAP3",10,11,37,240,57,27,15,6,26,1,1,16,2,0
"KIFC1",0,0,5,1,2,1,2,0,0,0,0,0,0,0
"KIFC2",2,1,10,11,2,2,1,0,6,0,0,0,0,0
"KIFC3",67,30,44,162,52,88,52,2,10,6,1,25,1,0
"KIN",18,11,21,58,14,13,20,0,14,1,0,6,1,0
"KIR2DL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIR2DL3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIR2DL4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIR2DS4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIR3DL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIR3DL2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIR3DL3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIR3DX1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIRREL",1,52,0,0,0,15,7,0,0,0,0,18,0,0
"KIRREL.IT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIRREL2",11,0,16,46,13,0,0,0,7,0,0,0,0,0
"KIRREL3",0,1,1,65,0,0,0,0,0,0,0,0,0,0
"KISS1",3,0,6,12,1,2,0,1,1,0,0,1,0,0
"KISS1R",0,0,2,17,1,0,0,0,0,0,0,0,0,0
"KIT",1,0,0,0,0,0,45,0,0,0,33,0,0,0
"KITLG",9,22,0,1,2,29,22,0,0,0,0,33,0,0
"KIZ",8,1,12,53,8,1,2,2,5,1,0,4,0,0
"KL",0,0,25,41,7,0,1,4,12,0,0,0,0,0
"KLB",3,0,34,13,1,1,0,1,0,0,0,1,0,0
"KLC1",54,46,144,455,101,104,54,8,25,4,3,35,4,1
"KLC2",9,4,66,187,26,11,4,4,19,4,0,7,0,0
"KLC3",7,0,20,9,3,27,0,1,4,0,0,0,0,0
"KLC4",7,4,34,89,24,16,5,3,12,0,0,3,0,0
"KLF1",0,0,0,1,0,1,0,0,1,0,0,1,0,0
"KLF10",15,48,52,243,44,85,23,1,7,6,1,28,1,0
"KLF11",33,7,33,47,8,38,28,4,3,1,1,26,0,0
"KLF12",1,12,11,52,8,8,4,0,3,0,0,4,0,0
"KLF13",19,33,28,140,5,48,42,1,11,9,2,13,0,3
"KLF14",0,1,0,0,2,0,0,0,0,0,0,0,0,0
"KLF15",2,0,2,6,1,2,0,0,0,0,0,2,0,0
"KLF16",16,16,61,190,34,18,16,2,12,1,0,0,0,0
"KLF17",0,0,0,1,1,0,0,0,0,0,0,0,0,0
"KLF2",18,6,12,3,2,89,205,0,0,1,0,9,2,0
"KLF3",34,14,30,78,29,55,63,1,3,1,1,6,0,0
"KLF4",4,3,1,9,3,30,34,0,0,2,0,2,1,0
"KLF5",21,0,1,11,5,87,0,0,3,0,0,1,0,0
"KLF6",495,23,118,108,41,600,72,9,23,36,3,39,1,1
"KLF7",34,29,43,114,26,22,26,2,4,3,0,21,0,0
"KLF7.IT1",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"KLF8",0,0,1,5,0,0,0,0,1,0,0,1,0,0
"KLF9",14,144,28,82,25,13,23,1,13,0,1,356,5,0
"KLHDC1",1,2,6,13,4,0,2,0,0,0,0,0,0,0
"KLHDC10",59,37,139,642,149,94,44,3,31,6,0,24,1,0
"KLHDC2",24,22,67,264,69,36,27,6,27,2,1,18,0,1
"KLHDC3",64,37,99,339,103,94,43,10,52,9,1,45,1,0
"KLHDC4",22,3,12,87,24,9,6,1,5,3,0,8,3,0
"KLHDC7A",37,11,44,134,25,35,25,1,5,0,0,13,0,2
"KLHDC7B",1,0,0,0,0,1,0,0,0,1,0,0,0,0
"KLHDC8A",0,0,2,105,0,0,21,0,3,0,0,1,0,0
"KLHDC8B",1,1,4,13,4,3,10,0,3,5,1,3,0,0
"KLHDC9",5,1,35,102,39,11,4,0,11,0,0,1,0,0
"KLHL1",0,0,0,14,0,0,0,0,0,0,0,0,0,0
"KLHL10",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KLHL11",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"KLHL12",10,13,46,208,32,24,18,0,10,6,0,9,0,0
"KLHL13",12,5,5,9,1,2,2,2,5,0,0,12,4,0
"KLHL14",0,0,0,0,1,0,1,0,0,0,0,0,0,0
"KLHL15",3,3,41,94,19,6,6,0,4,0,0,3,0,0
"KLHL17",1,1,1,11,1,0,2,0,1,0,0,0,0,0
"KLHL18",3,5,19,49,11,13,3,0,8,0,0,2,1,1
"KLHL2",16,8,20,203,61,26,16,2,14,9,1,9,1,0
"KLHL20",11,14,24,121,13,14,14,2,8,0,3,4,0,0
"KLHL21",21,11,16,100,19,39,22,0,16,6,0,18,2,0
"KLHL22",10,7,33,113,28,12,6,2,10,3,0,1,0,0
"KLHL23",4,1,7,17,9,5,2,0,7,0,0,1,0,0
"KLHL24",26,24,18,129,8,40,28,0,10,6,0,17,0,0
"KLHL25",0,3,19,20,12,11,2,1,4,0,0,4,0,0
"KLHL26",0,7,11,44,12,7,3,1,4,1,0,14,0,0
"KLHL28",2,5,13,106,15,9,5,1,0,0,0,2,0,0
"KLHL29",0,9,11,109,15,5,2,0,1,0,0,2,0,0
"KLHL3",1,0,29,31,9,5,4,1,13,1,0,0,0,0
"KLHL31",0,0,0,7,1,0,0,0,0,0,0,0,0,0
"KLHL32",0,0,0,6,1,0,0,0,1,0,0,0,0,0
"KLHL34",0,0,0,8,0,0,0,0,2,0,0,0,0,0
"KLHL35",3,0,14,9,0,0,0,2,0,0,0,1,0,0
"KLHL36",13,13,68,166,26,33,20,3,15,1,2,11,0,0
"KLHL38",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KLHL4",0,0,0,0,0,0,3,0,2,0,0,0,0,0
"KLHL40",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KLHL41",3,1,571,387,8,3,6,0,8,2,0,0,0,1
"KLHL42",36,14,83,490,42,21,16,4,25,1,1,19,0,0
"KLHL5",7,9,25,102,22,39,40,0,1,6,0,5,1,0
"KLHL6",0,0,3,3,0,1,2,0,0,4,1,0,0,0
"KLHL7",8,3,29,82,15,15,10,0,6,1,0,4,1,0
"KLHL8",12,9,31,120,32,14,8,0,12,1,0,5,1,0
"KLHL9",3,6,25,91,23,14,9,0,2,0,2,6,0,0
"KLK1",1243,0,3,11,7,13,1,0,1,1,0,3,0,0
"KLK10",1,0,0,0,0,37,0,0,0,0,0,0,0,0
"KLK11",8,0,0,0,0,5,0,0,0,0,0,0,0,0
"KLK12",0,0,0,0,0,2,0,0,0,0,0,0,0,0
"KLK13",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"KLK14",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KLK15",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KLK2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KLK3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KLK4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KLK5",0,0,0,0,0,10,0,0,0,0,0,0,0,0
"KLK6",0,0,0,1,0,40,0,0,0,0,0,0,0,0
"KLK7",0,0,0,0,0,12,0,0,0,0,0,0,0,0
"KLK8",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"KLK9",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KLKB1",0,0,2,7,4,4,0,0,2,0,0,0,0,0
"KLKP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KLLN",0,0,0,8,2,1,0,0,0,0,0,0,0,0
"KLRAP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KLRB1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KLRC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KLRC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KLRC3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KLRC4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KLRC4.KLRK1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KLRD1",1,0,0,2,0,0,0,0,0,0,0,0,0,1
"KLRF1",0,0,0,1,1,0,0,0,0,0,0,0,0,0
"KLRF2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KLRG1",0,0,5,17,3,1,1,0,1,0,0,0,0,0
"KLRG2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KLRK1",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"KMO",0,0,5,8,0,0,0,0,0,0,0,0,0,0
"KMT2A",30,17,113,372,99,57,34,4,27,4,7,8,0,0
"KMT2B",11,3,20,76,26,17,12,1,11,0,0,10,0,0
"KMT2C",24,5,86,275,86,44,21,2,21,5,1,16,1,0
"KMT2E",37,21,83,298,68,84,63,3,32,6,0,40,2,0
"KNCN",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KNDC1",0,0,5,71,24,0,1,1,3,0,1,0,0,0
"KNG1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KNOP1",20,5,17,50,11,30,24,1,3,1,0,14,0,0
"KNSTRN",4,3,14,19,5,5,2,0,3,0,0,3,0,0
"KNTC1",0,1,3,16,5,3,1,0,0,0,1,2,0,0
"KPNA1",29,22,95,270,50,45,40,3,13,1,1,15,0,0
"KPNA2",22,16,71,147,25,15,30,0,9,5,2,23,3,0
"KPNA3",25,17,40,180,36,51,19,2,11,2,0,11,0,1
"KPNA4",41,24,89,247,53,80,41,3,24,6,0,15,2,0
"KPNA5",2,3,29,92,27,9,9,3,13,2,0,1,0,1
"KPNA6",63,35,123,509,133,77,34,7,40,2,0,29,0,1
"KPNA7",5,0,0,0,0,8,0,0,0,0,0,0,0,0
"KPNB1",278,147,347,1290,279,317,127,11,93,23,3,65,4,1
"KPRP",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KPTN",4,3,12,17,8,8,7,0,7,0,0,3,0,0
"KRAS",92,13,74,162,32,45,25,0,11,6,0,13,0,0
"KRBA1",3,0,13,33,4,5,1,0,3,0,0,2,0,0
"KRBA2",0,0,2,9,1,0,0,0,0,0,0,1,0,0
"KRBOX1",1,4,3,12,3,2,0,0,0,0,0,1,0,0
"KRBOX4",0,0,6,16,2,3,0,0,2,0,0,1,1,0
"KRCC1",24,25,52,213,41,38,39,1,8,1,0,16,2,0
"KREMEN1",1,0,2,13,0,2,0,0,1,0,2,1,0,0
"KREMEN2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRI1",9,7,10,42,16,7,10,0,4,0,0,3,0,1
"KRIT1",10,4,12,62,18,8,1,0,4,1,0,6,1,0
"KRR1",23,21,44,142,36,20,12,2,12,2,0,14,0,0
"KRT1",0,0,0,1,0,0,0,0,0,0,16,0,0,0
"KRT10",82,81,356,1361,397,138,87,12,101,12,0,57,2,1
"KRT12",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT13",1,1,3,15,2,338,0,0,1,0,0,1,0,0
"KRT14",0,0,0,0,0,4,0,0,0,0,0,0,0,0
"KRT15",0,0,3,0,0,54,0,0,0,0,0,0,0,0
"KRT16",0,0,0,0,0,2,0,0,0,0,0,0,0,0
"KRT16P1",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"KRT16P3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT16P6",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT17",6,0,2,12,0,412,2,0,2,0,0,6,0,0
"KRT17P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT17P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT17P5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT18",1287,25,86,335,160,1764,9,12,30,3,0,59,0,1
"KRT18P55",4,0,0,0,0,3,0,0,0,0,0,0,0,0
"KRT18P59",7,0,0,2,0,11,0,1,0,0,0,0,0,0
"KRT19",277,2,43,35,39,1923,4,6,7,0,2,15,4,0
"KRT2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT20",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT222",1,0,31,141,38,10,1,1,7,0,1,2,0,0
"KRT223P",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT23",4,0,0,2,1,150,0,0,1,0,0,0,0,0
"KRT24",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT25",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT26",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT27",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT28",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"KRT3",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"KRT31",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT32",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT33A",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT33B",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT34",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT35",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT36",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT37",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT38",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT39",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT4",1,0,0,0,0,5,0,0,0,0,0,0,0,0
"KRT40",0,1,0,17,21,0,0,0,0,0,0,0,0,0
"KRT42P",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"KRT5",1,0,0,0,0,78,0,0,0,0,0,0,0,0
"KRT6A",0,0,0,2,0,65,0,0,0,0,0,0,0,0
"KRT6B",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT6C",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT7",697,0,3,28,4,2523,1,0,2,0,0,9,1,0
"KRT71",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT72",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT73",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT74",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT75",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT76",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT77",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT78",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT79",0,2,0,0,0,0,0,0,0,0,0,0,0,0
"KRT8",1068,8,173,577,196,1617,10,27,27,1,0,56,0,0
"KRT80",14,0,0,0,19,102,0,0,0,0,0,0,0,0
"KRT81",0,0,0,0,0,16,0,0,0,0,0,0,0,0
"KRT82",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT83",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT84",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT85",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT86",32,0,0,0,0,3,0,0,0,0,0,0,0,0
"KRT87P",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT8P12",1,0,0,7,2,0,1,0,0,0,0,0,0,0
"KRT9",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP1.1",0,0,0,0,0,18,0,0,0,0,0,0,0,0
"KRTAP1.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP1.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP1.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP10.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP10.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP10.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP10.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP10.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP10.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP10.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP10.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP10.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP10.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP10.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP10.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP11.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP12.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP12.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP12.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP12.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP13.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP13.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP13.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP13.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP15.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP16.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP17.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP19.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP19.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP19.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP19.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP19.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP19.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP19.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP19.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP2.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"KRTAP2.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP2.3",0,0,0,0,0,15,0,0,0,0,0,0,0,0
"KRTAP2.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP20.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP20.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP20.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP20.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP21.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP21.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP21.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP22.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP22.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP23.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP24.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRTAP25.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
